TransactionDate,CargoName,TargetCity,CommodityName,Quantity,HarborReportVesselID,OVLSVesselID,HarborReportVesselType,OVLSLocation,OVLSVesselType,TransponderTime,DwellTime
2035-10-25,cargo_2035_23978abd,South Paackland,Cod/Gadus n.specificatae,20.0,freightfrontiers7134,freightfrontiers7134,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-25T08:22:53.041108,45372.409595
2035-10-29,cargo_2035_23979493,Paackland,Cod/Gadus n.specificatae,16.875,costasmeraldaac7,costasmeraldaac7,['Entity.Vessel.FishingVessel'],City of Paackland,['Entity.Vessel.FishingVessel'],2035-10-29T19:43:58.188549,58908.613817
2035-11-14,cargo_2035_23980ddb,South Paackland,Cod/Gadus n.specificatae,44.375,seaserpent4b4,seaserpent4b4,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-14T20:01:53.454626,100716.186508
2035-11-23,cargo_2035_23984c4a,South Paackland,Cod/Gadus n.specificatae,28.75,longnosesuckerseeker6ab,longnosesuckerseeker6ab,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-23T23:58:21.965328,191228.811656
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,cargocentric4d0,cargocentric4d0,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T00:53:32.253016,48721.568812
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,cargocentric4d0,cargocentric4d0,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T00:53:32.253016,48721.568812
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,shipmatrix9b4,shipmatrix9b4,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T11:40:19.222341,54022.285747
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,shipmatrix9b4,shipmatrix9b4,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T11:40:19.222341,54022.285747
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,flounderfinderd64,flounderfinderd64,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-28T21:39:30.491753,94902.35518
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,flounderfinderd64,flounderfinderd64,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-28T21:39:30.491753,94902.35518
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,flounderfinderd64,flounderfinderd64,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-28T21:39:30.491753,94902.35518
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,steelheadstalkera87,steelheadstalkera87,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-28T00:00:32.510946,172916.62479
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,harborhalo9dd6,harborhalo9dd6,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T18:31:25.148289,61467.840581
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,harborhalo9dd6,harborhalo9dd6,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T18:31:25.148289,61467.840581
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,maritimemastersd93,maritimemastersd93,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T16:05:18.210182,69833.236236
2035-11-28,cargo_2035_23985513,South Paackland,Cod/Gadus n.specificatae,43.125,maritimemastersd93,maritimemastersd93,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-28T16:05:18.210182,69833.236236
2035-10-23,cargo_2035_24014a5e,Lomark,Cod/Gadus n.specificatae,10.0,pacificcodcapturer81c,pacificcodcapturer81c,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-10-23T11:39:10.812629,174049.187371
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,nauticalnomada36,nauticalnomada36,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-02T14:24:59.616710,50963.299189
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,nauticalnomada36,nauticalnomada36,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-02T14:24:59.616710,50963.299189
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,maritimematrix7755,maritimematrix7755,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-02T06:19:10.155552,67408.342097
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,maritimematrix7755,maritimematrix7755,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-02T06:19:10.155552,67408.342097
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,codcatcher04c,codcatcher04c,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T10:08:42.886923,93313.559719
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,codcatcher04c,codcatcher04c,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T00:00:00,0.0
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,codcatcher04c,codcatcher04c,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T10:08:42.886923,93313.559719
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,codcatcher04c,codcatcher04c,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T00:00:00,0.0
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,clamcatcherfb3,clamcatcherfb3,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T06:49:48.457085,105279.804328
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,clamcatcherfb3,clamcatcherfb3,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T00:00:00,0.0
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,oceanoracle1d0,oceanoracle1d0,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T16:21:59.322365,113960.517231
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,oceanoracle1d0,oceanoracle1d0,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T00:00:00,0.0
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,oceanoracle1d0,oceanoracle1d0,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T16:21:59.322365,113960.517231
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,oceanoracle1d0,oceanoracle1d0,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-11-02T00:00:00,0.0
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,nauticalnimbusa99,nauticalnimbusa99,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-02T06:20:26.225463,61574.665043
2035-11-02,cargo_2035_24016013,Lomark,Cod/Gadus n.specificatae,9.5,nauticalnimbusa99,nauticalnimbusa99,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-02T06:20:26.225463,61574.665043
2035-11-09,cargo_2035_240176e7,Lomark,Cod/Gadus n.specificatae,8.25,harborharmonyfc9,harborharmonyfc9,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-09T13:42:04.845120,60153.742259
2035-11-09,cargo_2035_240176e7,Lomark,Cod/Gadus n.specificatae,8.25,harborharmonyfc9,harborharmonyfc9,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-09T13:42:04.845120,60153.742259
2035-11-09,cargo_2035_240176e7,Lomark,Cod/Gadus n.specificatae,8.25,transglobal266,transglobal266,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-09T20:01:26.789189,71796.776767
2035-11-23,cargo_2035_240203ce,Lomark,Cod/Gadus n.specificatae,6.25,aquatransit6bc,aquatransit6bc,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-23T10:32:41.144506,63847.816586
2035-11-23,cargo_2035_240203ce,Lomark,Cod/Gadus n.specificatae,6.25,aquatransit6bc,aquatransit6bc,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-11-23T10:32:41.144506,63847.816586
2035-09-28,cargo_2035_24031644,Lomark,Cod/Gadus n.specificatae,0.75,groupergrabber60d,groupergrabber60d,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-09-28T21:33:32.181969,290324.342425
2035-10-02,cargo_2035_240329d3,Lomark,Cod/Gadus n.specificatae,-1.25,yellowperchpiratec59,yellowperchpiratec59,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-10-02T00:44:26.712294,4974.077533
2035-10-02,cargo_2035_240329d3,Lomark,Cod/Gadus n.specificatae,-1.25,yellowperchpiratec59,yellowperchpiratec59,['Entity.Vessel.FishingVessel'],City of Lomark,['Entity.Vessel.FishingVessel'],2035-10-02T05:07:43.014418,3699.864705
2035-10-02,cargo_2035_240329d3,Lomark,Cod/Gadus n.specificatae,-1.25,nauticalnucleus107c4,nauticalnucleus107c4,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-10-02T23:42:29.076968,51805.280317
2035-10-12,cargo_2035_2403401c,Lomark,Cod/Gadus n.specificatae,5.75,bulkcarriers6cd,bulkcarriers6cd,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-10-12T08:02:51.473860,53511.748821
2035-10-12,cargo_2035_2403401c,Lomark,Cod/Gadus n.specificatae,5.75,bulkcarriers6cd,bulkcarriers6cd,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-10-12T08:02:51.473860,53511.748821
2035-10-12,cargo_2035_2403401c,Lomark,Cod/Gadus n.specificatae,5.75,bulkcarriers6cd,bulkcarriers6cd,['Entity.Vessel.CargoVessel'],City of Lomark,['Entity.Vessel.CargoVessel'],2035-10-12T08:02:51.473860,53511.748821
2035-06-01,cargo_2035_24045644,Paackland,Cod/Gadus n.specificatae,37.5,seawayspectra490,seawayspectra490,['Entity.Vessel.CargoVessel'],City of Paackland,['Entity.Vessel.CargoVessel'],2035-06-01T05:47:08.018509,60685.352351
2035-06-01,cargo_2035_24045644,Paackland,Cod/Gadus n.specificatae,37.5,seawayspectra490,seawayspectra490,['Entity.Vessel.CargoVessel'],City of Paackland,['Entity.Vessel.CargoVessel'],2035-06-01T05:47:08.018509,60685.352351
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,maritimematrix7755,maritimematrix7755,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T21:43:48.709902,68344.728628
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,maritimematrix7755,maritimematrix7755,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T21:43:48.709902,68344.728628
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,cargocircuit26cc,cargocircuit26cc,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T20:46:11.528387,46228.913703
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,cargocircuit26cc,cargocircuit26cc,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T20:46:11.528387,46228.913703
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,vesselvanguardbf2,vesselvanguardbf2,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T03:05:33.782720,54939.038951
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,vesselvanguardbf2,vesselvanguardbf2,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T03:05:33.782720,54939.038951
2035-10-18,cargo_2035_24095b13,South Paackland,Cod/Gadus n.specificatae,10.0,vesselvanguardbf2,vesselvanguardbf2,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-18T03:05:33.782720,54939.038951
2035-10-25,cargo_2035_24097aa8,South Paackland,Cod/Gadus n.specificatae,17.0,freightfrontiers7134,freightfrontiers7134,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-25T08:22:53.041108,45372.409595
2035-10-25,cargo_2035_24097aa8,South Paackland,Cod/Gadus n.specificatae,17.0,freightfrontiers7134,freightfrontiers7134,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-25T08:22:53.041108,45372.409595
2035-10-25,cargo_2035_24097aa8,South Paackland,Cod/Gadus n.specificatae,17.0,freightfrontiers7134,freightfrontiers7134,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-10-25T08:22:53.041108,45372.409595
2035-11-11,cargo_2035_24103c21,South Paackland,Cod/Gadus n.specificatae,16.5,cargocatalyst39a7,cargocatalyst39a7,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-11T00:56:01.928516,71067.004189
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,plaicepirate8c6,plaicepirate8c6,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-15T12:12:40.665808,85712.824425
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,neptunesnete8c,neptunesnete8c,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-15T06:04:50.706285,107955.445435
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,mackerelmarauder2d4,mackerelmarauder2d4,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-15T18:45:18.356844,62239.731297
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,mackerelmariner70c,mackerelmariner70c,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-15T20:23:13.928633,99801.530736
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,chainpickerelplunderer039,chainpickerelplunderer039,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-15T22:50:24.373110,263375.62689
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,chainpickerelplunderer039,chainpickerelplunderer039,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-15T22:50:24.373110,263375.62689
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,maritimemomentumfab,maritimemomentumfab,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-15T06:48:33.676659,74979.610958
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,maritimemomentumfab,maritimemomentumfab,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-15T06:48:33.676659,74979.610958
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,harborhelios585,harborhelios585,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-15T23:45:13.598572,55926.573149
2035-11-15,cargo_2035_241048fe,South Paackland,Cod/Gadus n.specificatae,11.0,harborhelios585,harborhelios585,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-11-15T23:45:13.598572,55926.573149
2035-11-22,cargo_2035_24106abd,South Paackland,Cod/Gadus n.specificatae,13.0,tunatrawlerafd,tunatrawlerafd,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-22T05:37:33.275352,325346.724648
2035-11-22,cargo_2035_24106abd,South Paackland,Cod/Gadus n.specificatae,13.0,huron1b3,huron1b3,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-11-22T16:44:38.745734,69369.669077
2035-07-27,cargo_2035_24110241,South Paackland,Cod/Gadus n.specificatae,4.5,seasentry2e28,seasentry2e28,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-07-27T02:45:16.643598,37353.553296
2035-07-31,cargo_2035_24112c1c,South Paackland,Cod/Gadus n.specificatae,10.0,pacificcodcapturer81c,pacificcodcapturer81c,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-07-31T01:39:19.760195,37307.624204
2035-08-01,cargo_2035_241140b0,South Paackland,Cod/Gadus n.specificatae,11.5,swimmingsafely92d,swimmingsafely92d,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-08-01T16:03:43.475050,71907.456386
2035-08-01,cargo_2035_241140b0,South Paackland,Cod/Gadus n.specificatae,11.5,bulkcarriers6cd,bulkcarriers6cd,['Entity.Vessel.CargoVessel'],City of South Paackland,['Entity.Vessel.CargoVessel'],2035-08-01T11:14:57.740590,62346.463055
2035-11-15,cargo_2035_24153944,Himark,Cod/Gadus n.specificatae,30.0,seasentry1d3,seasentry1d3,['Entity.Vessel.CargoVessel'],City of Himark,['Entity.Vessel.CargoVessel'],2035-11-15T15:32:12.178920,61765.858945
2035-11-15,cargo_2035_24153944,Himark,Cod/Gadus n.specificatae,30.0,seasentry1d3,seasentry1d3,['Entity.Vessel.CargoVessel'],City of Himark,['Entity.Vessel.CargoVessel'],2035-11-15T15:32:12.178920,61765.858945
2035-11-22,cargo_2035_24155978,Himark,Cod/Gadus n.specificatae,4.0,perchplundererbc0,perchplundererbc0,['Entity.Vessel.FishingVessel'],City of Himark,['Entity.Vessel.FishingVessel'],2035-11-22T10:11:33.433042,93269.767972
2035-11-22,cargo_2035_24155978,Himark,Cod/Gadus n.specificatae,4.0,freightfusion141,freightfusion141,['Entity.Vessel.CargoVessel'],City of Himark,['Entity.Vessel.CargoVessel'],2035-11-22T21:43:45.444861,62920.715307
2035-11-22,cargo_2035_24155978,Himark,Cod/Gadus n.specificatae,4.0,freightfusion141,freightfusion141,['Entity.Vessel.CargoVessel'],City of Himark,['Entity.Vessel.CargoVessel'],2035-11-22T21:43:45.444861,62920.715307
2035-09-08,cargo_2035_24187721,South Paackland,Cod/Gadus n.specificatae,17.5,whitefishwrangler7df,whitefishwrangler7df,['Entity.Vessel.FishingVessel'],City of South Paackland,['Entity.Vessel.FishingVessel'],2035-09-08T02:22:04.985231,34702.826364
